strategy,entry_time,exit_time,direction,entry,exit,result,risk_used,pnl,capital,streak
U2. Momentum Score,2026-04-11 14:30:00+00:00,2026-04-11 14:55:00+00:00,short,72710.64,72745.45,SL ❌,0.9213,-0.9213,91.2124,-1
U2. Momentum Score,2026-04-11 18:10:00+00:00,2026-04-11 18:20:00+00:00,long,73111.91,73230.62,TP ✅,0.9121,2.2803,93.4927,1
U2. Momentum Score,2026-04-12 08:10:00+00:00,2026-04-12 08:15:00+00:00,short,71654.59,71683.77,SL ❌,0.9349,-0.9349,92.5578,-1
U2. Momentum Score,2026-04-12 08:40:00+00:00,2026-04-12 08:45:00+00:00,long,71778.58,71671.68,SL ❌,0.9256,-0.9256,91.6322,-2
U2. Momentum Score,2026-04-12 08:50:00+00:00,2026-04-12 09:45:00+00:00,short,71641.64,71547.71,TP ✅,0.4582,1.1454,92.7776,1
U2. Momentum Score,2026-04-12 10:35:00+00:00,2026-04-12 10:50:00+00:00,short,71580.67,71435.13,TP ✅,0.9278,2.3194,95.097,2
U2. Momentum Score,2026-04-12 12:50:00+00:00,2026-04-12 13:00:00+00:00,short,71210.23,70971.16,TP ✅,1.4265,3.5661,98.6632,3
U2. Momentum Score,2026-04-12 14:35:00+00:00,2026-04-12 14:40:00+00:00,short,70995.62,70847.63,TP ✅,1.9733,4.9332,103.5963,4
U2. Momentum Score,2026-04-12 16:45:00+00:00,2026-04-12 17:00:00+00:00,short,70878.34,71011.29,SL ❌,2.0719,-2.0719,101.5244,-1
U2. Momentum Score,2026-04-12 19:35:00+00:00,2026-04-12 19:40:00+00:00,short,71102.66,71134.73,SL ❌,1.0152,-1.0152,100.5092,-2
U2. Momentum Score,2026-04-12 19:45:00+00:00,2026-04-12 20:05:00+00:00,short,71131.17,71041.02,TP ✅,0.5025,1.2564,101.7655,1
U2. Momentum Score,2026-04-13 09:10:00+00:00,2026-04-13 09:25:00+00:00,short,70719.39,70791.6,SL ❌,1.0177,-1.0177,100.7479,-1
U2. Momentum Score,2026-04-13 10:50:00+00:00,2026-04-13 11:00:00+00:00,short,70756.45,70822.97,SL ❌,1.0075,-1.0075,99.7404,-2
U2. Momentum Score,2026-04-13 12:30:00+00:00,2026-04-13 12:50:00+00:00,short,70860.34,71141.66,SL ❌,0.4987,-0.4987,99.2417,-3
U2. Momentum Score,2026-04-13 13:45:00+00:00,2026-04-13 13:55:00+00:00,long,71337.41,71608.93,TP ✅,0.4962,1.2405,100.4822,1
U2. Momentum Score,2026-04-13 16:10:00+00:00,2026-04-13 16:30:00+00:00,long,71990.71,72324.04,TP ✅,1.0048,2.5121,102.9943,2
U2. Momentum Score,2026-04-13 18:35:00+00:00,2026-04-13 19:20:00+00:00,long,72337.74,72634.14,TP ✅,1.5449,3.8623,106.8565,3
U2. Momentum Score,2026-04-14 08:25:00+00:00,2026-04-14 08:30:00+00:00,long,74614.85,74779.54,TP ✅,2.1371,5.3428,112.1994,4
U2. Momentum Score,2026-04-14 11:25:00+00:00,2026-04-14 12:10:00+00:00,short,74420.33,74314.99,TP ✅,2.244,5.61,117.8093,5
U2. Momentum Score,2026-04-14 12:20:00+00:00,2026-04-14 12:55:00+00:00,short,74348.01,74457.59,SL ❌,2.3562,-2.3562,115.4532,-1
U2. Momentum Score,2026-04-14 15:45:00+00:00,2026-04-14 16:05:00+00:00,long,75220.45,75543.14,TP ✅,1.1545,2.8863,118.3395,1
U2. Momentum Score,2026-04-14 18:20:00+00:00,2026-04-14 18:35:00+00:00,short,74623.05,74309.12,TP ✅,1.1834,2.9585,121.298,2
U2. Momentum Score,2026-04-14 20:20:00+00:00,2026-04-14 20:30:00+00:00,short,74150.95,74277.2,SL ❌,1.8195,-1.8195,119.4785,-1
U2. Momentum Score,2026-04-15 09:30:00+00:00,2026-04-15 09:55:00+00:00,short,73954.5,74033.46,SL ❌,1.1948,-1.1948,118.2837,-2
U2. Momentum Score,2026-04-15 10:25:00+00:00,2026-04-15 10:40:00+00:00,short,73934.84,74080.66,SL ❌,0.5914,-0.5914,117.6923,-3
U2. Momentum Score,2026-04-15 10:55:00+00:00,2026-04-15 11:05:00+00:00,short,73890.9,74019.35,SL ❌,0.5885,-0.5885,117.1038,-4
U2. Momentum Score,2026-04-15 11:15:00+00:00,2026-04-15 11:40:00+00:00,short,73990.38,74087.86,SL ❌,0.5855,-0.5855,116.5183,-5
U2. Momentum Score,2026-04-15 13:35:00+00:00,2026-04-15 13:50:00+00:00,short,74143.78,73864.38,TP ✅,0.5826,1.4565,117.9748,1
U2. Momentum Score,2026-04-15 14:20:00+00:00,2026-04-15 14:35:00+00:00,long,74464.42,74013.13,SL ❌,1.1797,-1.1797,116.795,-1
U2. Momentum Score,2026-04-15 14:40:00+00:00,2026-04-15 14:50:00+00:00,short,73977.29,74165.99,SL ❌,1.168,-1.168,115.6271,-2
U2. Momentum Score,2026-04-15 15:10:00+00:00,2026-04-15 15:20:00+00:00,long,74311.38,74068.79,SL ❌,0.5781,-0.5781,115.049,-3
U2. Momentum Score,2026-04-15 16:40:00+00:00,2026-04-15 17:00:00+00:00,short,73918.84,74083.71,SL ❌,0.5752,-0.5752,114.4737,-4
U2. Momentum Score,2026-04-15 20:50:00+00:00,2026-04-15 21:10:00+00:00,long,74876.2,74749.75,SL ❌,0.5724,-0.5724,113.9013,-5
U2. Momentum Score,2026-04-16 08:50:00+00:00,2026-04-16 09:15:00+00:00,short,74704.9,74847.75,SL ❌,0.5695,-0.5695,113.3318,-6
U2. Momentum Score,2026-04-16 09:45:00+00:00,2026-04-16 10:10:00+00:00,short,74628.94,74453.12,TP ✅,0.5667,1.4166,114.7485,1
U2. Momentum Score,2026-04-16 11:30:00+00:00,2026-04-16 11:50:00+00:00,short,74423.61,74567.48,SL ❌,1.1475,-1.1475,113.601,-1
U2. Momentum Score,2026-04-16 13:05:00+00:00,2026-04-16 13:25:00+00:00,long,74763.53,74980.48,TP ✅,1.136,2.84,116.441,1
U2. Momentum Score,2026-04-16 13:40:00+00:00,2026-04-16 13:50:00+00:00,short,74619.17,73428.18,TP ✅,1.1644,2.911,119.3521,2
U2. Momentum Score,2026-04-16 15:50:00+00:00,2026-04-16 16:25:00+00:00,long,74642.62,74587.99,BE 〰,1.7903,0.0,119.3521,2
U2. Momentum Score,2026-04-16 16:45:00+00:00,2026-04-16 17:20:00+00:00,short,74335.34,74265.06,BE 〰,1.7903,0.0,119.3521,2
U2. Momentum Score,2026-04-16 18:35:00+00:00,2026-04-16 18:50:00+00:00,long,74536.12,74904.02,TP ✅,1.7903,4.4757,123.8278,3
U2. Momentum Score,2026-04-16 20:55:00+00:00,2026-04-16 21:15:00+00:00,long,75245.99,75109.96,SL ❌,2.4766,-2.4766,121.3512,-1
U2. Momentum Score,2026-04-17 10:30:00+00:00,2026-04-17 11:30:00+00:00,short,75311.25,75587.26,SL ❌,1.2135,-1.2135,120.1377,-2
U2. Momentum Score,2026-04-17 16:00:00+00:00,2026-04-17 16:45:00+00:00,long,77949.14,77994.0,BE 〰,0.6007,0.0,120.1377,0
U2. Momentum Score,2026-04-17 19:20:00+00:00,2026-04-17 20:30:00+00:00,long,77386.72,77231.26,SL ❌,1.2014,-1.2014,118.9363,-1
U2. Momentum Score,2026-04-18 09:55:00+00:00,2026-04-18 10:00:00+00:00,short,76631.26,76421.99,TP ✅,1.1894,2.9734,121.9097,1
U2. Momentum Score,2026-04-18 12:35:00+00:00,2026-04-18 12:40:00+00:00,short,76091.22,76210.81,SL ❌,1.2191,-1.2191,120.6906,-1
U2. Momentum Score,2026-04-18 13:15:00+00:00,2026-04-18 13:35:00+00:00,short,76150.89,75903.75,TP ✅,1.2069,3.0173,123.7079,1
U2. Momentum Score,2026-04-18 19:20:00+00:00,2026-04-18 20:30:00+00:00,short,75668.64,75766.23,SL ❌,1.2371,-1.2371,122.4708,-1
U2. Momentum Score,2026-04-19 08:25:00+00:00,2026-04-19 08:40:00+00:00,short,75180.01,75265.48,SL ❌,1.2247,-1.2247,121.2461,-2
U2. Momentum Score,2026-04-19 09:10:00+00:00,2026-04-19 09:45:00+00:00,short,75209.05,75041.97,TP ✅,0.6062,1.5156,122.7617,1
U2. Momentum Score,2026-04-19 10:35:00+00:00,2026-04-19 10:45:00+00:00,short,75098.63,75158.86,SL ❌,1.2276,-1.2276,121.5341,-1
U2. Momentum Score,2026-04-19 12:30:00+00:00,2026-04-19 12:35:00+00:00,long,75577.99,75509.32,SL ❌,1.2153,-1.2153,120.3187,-2
U2. Momentum Score,2026-04-19 12:50:00+00:00,2026-04-19 13:05:00+00:00,long,75588.34,75804.0,TP ✅,0.6016,1.504,121.8227,1
U2. Momentum Score,2026-04-19 14:25:00+00:00,2026-04-19 14:30:00+00:00,long,75999.41,75892.67,SL ❌,1.2182,-1.2182,120.6045,-1
U2. Momentum Score,2026-04-19 14:35:00+00:00,2026-04-19 15:30:00+00:00,long,75962.48,75779.02,SL ❌,1.206,-1.206,119.3984,-2
U2. Momentum Score,2026-04-19 16:15:00+00:00,2026-04-19 17:00:00+00:00,short,75643.35,75199.98,TP ✅,0.597,1.4925,120.8909,1
U2. Momentum Score,2026-04-19 20:00:00+00:00,2026-04-19 20:30:00+00:00,short,74764.69,74900.47,SL ❌,1.2089,-1.2089,119.682,-1
U2. Momentum Score,2026-04-20 08:15:00+00:00,2026-04-20 08:25:00+00:00,long,75020.86,74849.24,SL ❌,1.1968,-1.1968,118.4852,-2
U2. Momentum Score,2026-04-20 09:05:00+00:00,2026-04-20 10:05:00+00:00,long,74982.81,75290.74,TP ✅,0.5924,1.4811,119.9662,1
U2. Momentum Score,2026-04-20 11:15:00+00:00,2026-04-20 12:15:00+00:00,long,75236.01,75483.64,TP ✅,1.1997,2.9992,122.9654,2
U2. Momentum Score,2026-04-20 14:15:00+00:00,2026-04-20 14:40:00+00:00,long,75334.61,75376.21,BE 〰,1.8445,0.0,122.9654,2
U2. Momentum Score,2026-04-20 15:00:00+00:00,2026-04-20 15:10:00+00:00,short,74836.03,75090.4,SL ❌,1.8445,-1.8445,121.1209,-1
U2. Momentum Score,2026-04-20 15:20:00+00:00,2026-04-20 16:05:00+00:00,long,75468.82,75493.01,BE 〰,1.2112,0.0,121.1209,0
U2. Momentum Score,2026-04-20 17:05:00+00:00,2026-04-20 17:15:00+00:00,long,75603.64,75899.61,TP ✅,1.2112,3.028,124.1489,1
U2. Momentum Score,2026-04-20 19:30:00+00:00,2026-04-20 21:05:00+00:00,long,76266.56,76187.03,SL ❌,1.2415,-1.2415,122.9075,-1
U2. Momentum Score,2026-04-21 10:00:00+00:00,2026-04-21 10:45:00+00:00,long,76452.05,76764.01,TP ✅,1.2291,3.0727,125.9801,1
U2. Momentum Score,2026-04-21 11:20:00+00:00,2026-04-21 11:40:00+00:00,long,76712.14,76511.02,SL ❌,1.2598,-1.2598,124.7203,-1
U2. Momentum Score,2026-04-21 14:15:00+00:00,2026-04-21 14:45:00+00:00,long,76193.44,76236.93,BE 〰,1.2472,0.0,124.7203,0
U2. Momentum Score,2026-04-21 14:55:00+00:00,2026-04-21 15:15:00+00:00,short,75687.48,75979.95,SL ❌,1.2472,-1.2472,123.4731,-1
U2. Momentum Score,2026-04-21 16:30:00+00:00,2026-04-21 16:40:00+00:00,long,76090.98,75907.25,SL ❌,1.2347,-1.2347,122.2384,-2
U2. Momentum Score,2026-04-21 17:00:00+00:00,2026-04-21 17:15:00+00:00,short,75752.82,75107.18,TP ✅,0.6112,1.528,123.7664,1
U2. Momentum Score,2026-04-21 18:35:00+00:00,2026-04-21 19:00:00+00:00,short,75538.97,75752.82,SL ❌,1.2377,-1.2377,122.5287,-1
U2. Momentum Score,2026-04-21 19:35:00+00:00,2026-04-21 19:40:00+00:00,short,75278.0,74874.37,TP ✅,1.2253,3.0632,125.5919,1
U2. Momentum Score,2026-04-22 08:55:00+00:00,2026-04-22 11:00:00+00:00,long,78029.69,78232.76,TP ✅,1.2559,3.1398,128.7317,2
U2. Momentum Score,2026-04-22 13:00:00+00:00,2026-04-22 13:40:00+00:00,long,78329.0,78657.92,TP ✅,1.931,4.8274,133.5592,3
U2. Momentum Score,2026-04-22 17:50:00+00:00,2026-04-22 19:00:00+00:00,long,79024.01,78826.01,SL ❌,2.6712,-2.6712,130.888,-1
U2. Momentum Score,2026-04-22 19:25:00+00:00,2026-04-22 19:35:00+00:00,long,79062.64,78904.43,SL ❌,1.3089,-1.3089,129.5791,-2
U2. Momentum Score,2026-04-23 11:30:00+00:00,2026-04-23 11:35:00+00:00,short,77409.9,77550.71,SL ❌,0.6479,-0.6479,128.9312,-3
U2. Momentum Score,2026-04-23 13:25:00+00:00,2026-04-23 14:05:00+00:00,short,77627.55,77630.2,BE 〰,0.6447,0.0,128.9312,0
U2. Momentum Score,2026-04-23 16:45:00+00:00,2026-04-23 16:50:00+00:00,long,78363.25,78151.0,SL ❌,1.2893,-1.2893,127.6419,-1
U2. Momentum Score,2026-04-23 17:00:00+00:00,2026-04-23 17:25:00+00:00,short,77949.99,77625.79,TP ✅,1.2764,3.191,130.833,1
U2. Momentum Score,2026-04-23 18:10:00+00:00,2026-04-23 18:55:00+00:00,long,78000.02,77739.09,SL ❌,1.3083,-1.3083,129.5246,-1
U2. Momentum Score,2026-04-23 19:00:00+00:00,2026-04-23 19:15:00+00:00,short,77652.74,77853.4,SL ❌,1.2952,-1.2952,128.2294,-2
U2. Momentum Score,2026-04-23 20:25:00+00:00,2026-04-23 20:30:00+00:00,short,77759.49,77882.61,SL ❌,0.6411,-0.6411,127.5882,-3
U2. Momentum Score,2026-04-23 20:35:00+00:00,2026-04-23 21:00:00+00:00,long,77998.11,77862.35,SL ❌,0.6379,-0.6379,126.9503,-4
U2. Momentum Score,2026-04-24 08:20:00+00:00,2026-04-24 08:30:00+00:00,long,77942.78,77805.16,SL ❌,0.6348,-0.6348,126.3155,-5
U2. Momentum Score,2026-04-24 08:35:00+00:00,2026-04-24 09:00:00+00:00,long,77830.64,77720.21,SL ❌,0.6316,-0.6316,125.684,-6
U2. Momentum Score,2026-04-24 09:05:00+00:00,2026-04-24 09:15:00+00:00,short,77467.68,77583.55,SL ❌,0.6284,-0.6284,125.0555,-7
U2. Momentum Score,2026-04-24 13:00:00+00:00,2026-04-24 13:20:00+00:00,long,78386.41,78280.77,SL ❌,0.6253,-0.6253,124.4303,-8
U2. Momentum Score,2026-04-24 14:00:00+00:00,2026-04-24 14:35:00+00:00,short,77914.08,78011.11,SL ❌,0.6222,-0.6222,123.8081,-9
U2. Momentum Score,2026-04-24 15:00:00+00:00,2026-04-24 15:40:00+00:00,short,77878.4,78004.96,SL ❌,0.619,-0.619,123.1891,-10
U2. Momentum Score,2026-04-24 15:50:00+00:00,2026-04-24 16:10:00+00:00,long,78018.02,77814.72,SL ❌,0.6159,-0.6159,122.5731,-11
U2. Momentum Score,2026-04-24 18:00:00+00:00,2026-04-24 18:15:00+00:00,short,77688.12,77437.53,TP ✅,0.6129,1.5322,124.1053,1
U2. Momentum Score,2026-04-24 18:50:00+00:00,2026-04-24 20:55:00+00:00,short,77608.1,77748.68,SL ❌,1.2411,-1.2411,122.8642,-1
U3. Stoch+BB+VWAP,2026-02-27 14:10:00+00:00,2026-02-27 14:30:00+00:00,short,66261.36,66286.68,BE 〰,1.0,0.0,100.0,0
U3. Stoch+BB+VWAP,2026-03-01 08:00:00+00:00,2026-03-01 08:10:00+00:00,short,67066.53,67259.24,SL ❌,1.0,-1.0,99.0,-1
U3. Stoch+BB+VWAP,2026-03-01 11:20:00+00:00,2026-03-01 12:35:00+00:00,short,66548.77,66326.52,TP ✅,0.99,2.475,101.475,1
U3. Stoch+BB+VWAP,2026-03-01 18:45:00+00:00,2026-03-01 19:15:00+00:00,short,66401.19,65995.22,TP ✅,1.0148,2.5369,104.0119,2
U3. Stoch+BB+VWAP,2026-03-02 17:45:00+00:00,2026-03-02 18:00:00+00:00,long,68945.09,68829.77,SL ❌,1.5602,-1.5602,102.4517,-1
U3. Stoch+BB+VWAP,2026-03-02 18:05:00+00:00,2026-03-02 18:50:00+00:00,long,69026.0,68991.96,BE 〰,1.0245,0.0,102.4517,0
U3. Stoch+BB+VWAP,2026-03-03 11:05:00+00:00,2026-03-03 11:35:00+00:00,short,66865.55,67033.24,SL ❌,1.0245,-1.0245,101.4272,-1
U3. Stoch+BB+VWAP,2026-03-03 11:50:00+00:00,2026-03-03 12:00:00+00:00,short,67009.03,67179.56,SL ❌,1.0143,-1.0143,100.4129,-2
U3. Stoch+BB+VWAP,2026-03-04 11:25:00+00:00,2026-03-04 11:35:00+00:00,long,71222.85,70965.61,SL ❌,0.5021,-0.5021,99.9108,-3
U3. Stoch+BB+VWAP,2026-03-04 11:40:00+00:00,2026-03-04 12:05:00+00:00,long,71081.62,70881.89,SL ❌,0.4996,-0.4996,99.4113,-4
U3. Stoch+BB+VWAP,2026-03-04 12:30:00+00:00,2026-03-04 12:50:00+00:00,long,70774.24,71115.12,TP ✅,0.4971,1.2426,100.6539,1
U3. Stoch+BB+VWAP,2026-03-04 20:25:00+00:00,2026-03-04 20:30:00+00:00,long,73541.71,73365.41,SL ❌,1.0065,-1.0065,99.6474,-1
U3. Stoch+BB+VWAP,2026-03-05 12:05:00+00:00,2026-03-05 12:15:00+00:00,long,72934.14,72745.28,SL ❌,0.9965,-0.9965,98.6509,-2
U3. Stoch+BB+VWAP,2026-03-05 19:20:00+00:00,2026-03-05 19:30:00+00:00,short,71283.44,71010.56,TP ✅,0.4933,1.2331,99.8841,1
U3. Stoch+BB+VWAP,2026-03-07 08:35:00+00:00,2026-03-07 09:00:00+00:00,short,67909.71,67754.11,TP ✅,0.9988,2.4971,102.3812,2
U3. Stoch+BB+VWAP,2026-03-07 17:30:00+00:00,2026-03-07 18:05:00+00:00,short,67871.44,67600.22,TP ✅,1.5357,3.8393,106.2204,3
U3. Stoch+BB+VWAP,2026-03-08 14:55:00+00:00,2026-03-08 16:30:00+00:00,short,67291.86,67023.64,TP ✅,2.1244,5.311,111.5315,4
U3. Stoch+BB+VWAP,2026-03-09 16:20:00+00:00,2026-03-09 16:30:00+00:00,long,68848.21,68729.26,SL ❌,2.2306,-2.2306,109.3008,-1
U3. Stoch+BB+VWAP,2026-03-09 20:45:00+00:00,2026-03-09 21:00:00+00:00,long,68828.45,69083.97,TP ✅,1.093,2.7325,112.0334,1
U3. Stoch+BB+VWAP,2026-03-10 11:05:00+00:00,2026-03-10 11:10:00+00:00,long,70784.84,70684.78,SL ❌,1.1203,-1.1203,110.913,-1
U3. Stoch+BB+VWAP,2026-03-10 20:25:00+00:00,2026-03-10 21:35:00+00:00,short,70236.64,69796.16,TP ✅,1.1091,2.7728,113.6859,1
U3. Stoch+BB+VWAP,2026-03-11 15:15:00+00:00,2026-03-11 15:30:00+00:00,long,70125.45,69874.46,SL ❌,1.1369,-1.1369,112.549,-1
U3. Stoch+BB+VWAP,2026-03-11 15:35:00+00:00,2026-03-11 15:45:00+00:00,long,70197.96,69963.46,SL ❌,1.1255,-1.1255,111.4235,-2
U3. Stoch+BB+VWAP,2026-03-12 13:35:00+00:00,2026-03-12 13:45:00+00:00,long,70267.05,69913.8,SL ❌,0.5571,-0.5571,110.8664,-3
U3. Stoch+BB+VWAP,2026-03-13 20:25:00+00:00,2026-03-13 20:45:00+00:00,short,71302.25,71432.2,SL ❌,0.5543,-0.5543,110.3121,-4
U3. Stoch+BB+VWAP,2026-03-13 20:55:00+00:00,2026-03-13 21:05:00+00:00,short,71357.4,71482.95,SL ❌,0.5516,-0.5516,109.7605,-5
U3. Stoch+BB+VWAP,2026-03-14 09:15:00+00:00,2026-03-14 09:45:00+00:00,short,70661.97,70435.73,TP ✅,0.5488,1.372,111.1325,1
U3. Stoch+BB+VWAP,2026-03-16 10:05:00+00:00,2026-03-16 10:20:00+00:00,short,73327.36,73464.72,SL ❌,1.1113,-1.1113,110.0212,-1
U3. Stoch+BB+VWAP,2026-03-16 19:55:00+00:00,2026-03-16 21:00:00+00:00,long,73962.58,74282.22,TP ✅,1.1002,2.7505,112.7717,1
U3. Stoch+BB+VWAP,2026-03-18 08:55:00+00:00,2026-03-18 09:05:00+00:00,short,74030.09,74125.13,SL ❌,1.1277,-1.1277,111.644,-1
U3. Stoch+BB+VWAP,2026-03-18 17:50:00+00:00,2026-03-18 18:00:00+00:00,short,71578.88,71854.16,SL ❌,1.1164,-1.1164,110.5275,-2
U3. Stoch+BB+VWAP,2026-03-19 14:05:00+00:00,2026-03-19 14:25:00+00:00,short,69728.88,69164.67,TP ✅,0.5526,1.3816,111.9091,1
U3. Stoch+BB+VWAP,2026-03-19 16:00:00+00:00,2026-03-19 16:25:00+00:00,short,69512.56,69534.56,BE 〰,1.1191,0.0,111.9091,1
U3. Stoch+BB+VWAP,2026-03-20 16:20:00+00:00,2026-03-20 17:30:00+00:00,short,70018.51,69554.84,TP ✅,1.1191,2.7977,114.7069,2
U3. Stoch+BB+VWAP,2026-03-21 18:35:00+00:00,2026-03-21 19:35:00+00:00,short,70451.95,70346.77,TP ✅,1.7206,4.3015,119.0084,3
U3. Stoch+BB+VWAP,2026-03-24 11:25:00+00:00,2026-03-24 11:40:00+00:00,long,71053.98,71277.16,TP ✅,2.3802,5.9504,124.9588,4
U3. Stoch+BB+VWAP,2026-03-24 18:45:00+00:00,2026-03-24 19:10:00+00:00,short,69448.04,69594.95,SL ❌,2.4992,-2.4992,122.4596,-1
U3. Stoch+BB+VWAP,2026-03-24 19:20:00+00:00,2026-03-24 19:45:00+00:00,short,69578.56,69308.58,TP ✅,1.2246,3.0615,125.5211,1
U3. Stoch+BB+VWAP,2026-03-26 13:20:00+00:00,2026-03-26 13:30:00+00:00,short,69422.66,69278.35,TP ✅,1.2552,3.138,128.6591,2
U3. Stoch+BB+VWAP,2026-03-26 13:55:00+00:00,2026-03-26 14:05:00+00:00,short,69518.54,69647.99,SL ❌,1.9299,-1.9299,126.7293,-1
U3. Stoch+BB+VWAP,2026-03-27 15:45:00+00:00,2026-03-27 16:05:00+00:00,short,66298.78,65794.7,TP ✅,1.2673,3.1682,129.8975,1
U3. Stoch+BB+VWAP,2026-03-27 19:40:00+00:00,2026-03-27 19:55:00+00:00,short,65898.5,66041.45,SL ❌,1.299,-1.299,128.5985,-1
U3. Stoch+BB+VWAP,2026-03-28 12:05:00+00:00,2026-03-28 12:10:00+00:00,short,66266.69,66355.3,SL ❌,1.286,-1.286,127.3125,-2
U3. Stoch+BB+VWAP,2026-03-28 16:55:00+00:00,2026-03-28 17:35:00+00:00,long,66881.89,66827.16,SL ❌,0.6366,-0.6366,126.676,-3
U3. Stoch+BB+VWAP,2026-03-29 18:50:00+00:00,2026-03-29 19:55:00+00:00,short,66392.77,66290.3,TP ✅,0.6334,1.5835,128.2594,1
U3. Stoch+BB+VWAP,2026-03-31 11:20:00+00:00,2026-03-31 11:35:00+00:00,short,66592.8,66719.11,SL ❌,1.2826,-1.2826,126.9768,-1
U3. Stoch+BB+VWAP,2026-04-01 08:25:00+00:00,2026-04-01 09:05:00+00:00,long,68688.34,68464.44,SL ❌,1.2698,-1.2698,125.707,-2
U3. Stoch+BB+VWAP,2026-04-01 19:35:00+00:00,2026-04-01 19:45:00+00:00,short,68128.77,68249.81,SL ❌,0.6285,-0.6285,125.0785,-3
U3. Stoch+BB+VWAP,2026-04-02 10:35:00+00:00,2026-04-02 11:10:00+00:00,short,66424.45,66247.01,TP ✅,0.6254,1.5635,126.642,1
U3. Stoch+BB+VWAP,2026-04-04 12:25:00+00:00,2026-04-04 12:40:00+00:00,long,67099.63,67048.65,SL ❌,1.2664,-1.2664,125.3756,-1
U3. Stoch+BB+VWAP,2026-04-04 12:45:00+00:00,2026-04-04 13:35:00+00:00,long,67065.68,67229.01,TP ✅,1.2538,3.1344,128.51,1
U3. Stoch+BB+VWAP,2026-04-04 18:10:00+00:00,2026-04-04 18:30:00+00:00,long,67321.39,67296.06,SL ❌,1.2851,-1.2851,127.2249,-1
U3. Stoch+BB+VWAP,2026-04-05 09:05:00+00:00,2026-04-05 09:15:00+00:00,short,66889.07,66919.6,SL ❌,1.2722,-1.2722,125.9526,-2
U3. Stoch+BB+VWAP,2026-04-05 11:50:00+00:00,2026-04-05 12:00:00+00:00,long,66970.66,66912.42,SL ❌,0.6298,-0.6298,125.3229,-3
U3. Stoch+BB+VWAP,2026-04-05 14:10:00+00:00,2026-04-05 14:35:00+00:00,short,66865.96,66921.12,SL ❌,0.6266,-0.6266,124.6962,-4
U3. Stoch+BB+VWAP,2026-04-05 17:05:00+00:00,2026-04-05 17:20:00+00:00,long,67249.74,67181.32,SL ❌,0.6235,-0.6235,124.0728,-5
U3. Stoch+BB+VWAP,2026-04-06 11:35:00+00:00,2026-04-06 12:00:00+00:00,long,69654.65,69586.0,SL ❌,0.6204,-0.6204,123.4524,-6
U3. Stoch+BB+VWAP,2026-04-07 12:35:00+00:00,2026-04-07 13:05:00+00:00,short,68383.62,68607.77,SL ❌,0.6173,-0.6173,122.8351,-7
U3. Stoch+BB+VWAP,2026-04-07 13:20:00+00:00,2026-04-07 13:45:00+00:00,short,68484.32,68205.89,TP ✅,0.6142,1.5354,124.3706,1
U3. Stoch+BB+VWAP,2026-04-07 15:30:00+00:00,2026-04-07 16:00:00+00:00,short,68158.48,68303.84,SL ❌,1.2437,-1.2437,123.1269,-1
U3. Stoch+BB+VWAP,2026-04-08 16:25:00+00:00,2026-04-08 16:45:00+00:00,short,71421.09,71495.34,SL ❌,1.2313,-1.2313,121.8956,-2
U3. Stoch+BB+VWAP,2026-04-09 15:05:00+00:00,2026-04-09 15:10:00+00:00,short,70975.6,71205.52,SL ❌,0.6095,-0.6095,121.2861,-3
U3. Stoch+BB+VWAP,2026-04-09 18:35:00+00:00,2026-04-09 19:20:00+00:00,long,71891.49,71799.42,SL ❌,0.6064,-0.6064,120.6797,-4
U3. Stoch+BB+VWAP,2026-04-10 09:25:00+00:00,2026-04-10 09:35:00+00:00,short,71739.89,71853.77,SL ❌,0.6034,-0.6034,120.0763,-5
U3. Stoch+BB+VWAP,2026-04-10 16:05:00+00:00,2026-04-10 16:50:00+00:00,long,72590.5,72938.99,TP ✅,0.6004,1.501,121.5772,1
U3. Stoch+BB+VWAP,2026-04-11 10:50:00+00:00,2026-04-11 12:00:00+00:00,long,72844.02,72938.87,TP ✅,1.2158,3.0394,124.6167,2
U3. Stoch+BB+VWAP,2026-04-11 20:45:00+00:00,2026-04-11 20:55:00+00:00,long,73411.59,73331.3,SL ❌,1.8693,-1.8693,122.7474,-1
U3. Stoch+BB+VWAP,2026-04-13 09:05:00+00:00,2026-04-13 11:05:00+00:00,short,70797.27,70869.61,SL ❌,1.2275,-1.2275,121.5199,-2
U3. Stoch+BB+VWAP,2026-04-13 18:00:00+00:00,2026-04-13 18:40:00+00:00,long,72142.3,72392.36,TP ✅,0.6076,1.519,123.0389,1
U3. Stoch+BB+VWAP,2026-04-14 20:10:00+00:00,2026-04-14 20:55:00+00:00,short,74408.88,74052.28,TP ✅,1.2304,3.076,126.1149,2
U3. Stoch+BB+VWAP,2026-04-17 17:55:00+00:00,2026-04-17 18:00:00+00:00,long,77563.51,77365.9,SL ❌,1.8917,-1.8917,124.2232,-1
U3. Stoch+BB+VWAP,2026-04-18 20:10:00+00:00,2026-04-18 20:40:00+00:00,short,75725.66,75821.05,SL ❌,1.2422,-1.2422,122.981,-2
U3. Stoch+BB+VWAP,2026-04-18 20:55:00+00:00,2026-04-18 21:05:00+00:00,short,75784.94,75852.32,SL ❌,0.6149,-0.6149,122.3661,-3
U3. Stoch+BB+VWAP,2026-04-19 08:50:00+00:00,2026-04-19 09:20:00+00:00,short,75299.98,75084.59,TP ✅,0.6118,1.5296,123.8956,1
