entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-04-06 01:30:00+00:00,2025-04-06 08:10:00+00:00,long,83716.26,82870.81,SL,-0.9431,92.4393,1.0
2025-04-06 10:05:00+00:00,2025-04-06 17:40:00+00:00,short,82853.66,81204.71,TP,1.8397,94.279,1.0
2025-04-06 20:50:00+00:00,2025-04-07 04:30:00+00:00,short,78827.62,77258.79,TP,1.8763,96.1553,1.0
2025-04-07 06:15:00+00:00,2025-04-07 07:00:00+00:00,short,76190.38,74674.04,TP,1.9137,98.069,1.0
2025-04-07 21:45:00+00:00,2025-04-08 14:55:00+00:00,long,79295.21,78494.41,SL,-0.9904,97.0786,1.0
2025-04-08 16:20:00+00:00,2025-04-09 00:00:00+00:00,short,77872.2,76322.39,TP,1.9321,99.0107,1.0
2025-04-09 01:05:00+00:00,2025-04-09 04:40:00+00:00,short,75806.9,76572.62,SL,-1.0001,98.0106,1.0
2025-04-09 09:50:00+00:00,2025-04-09 11:00:00+00:00,long,77465.76,76683.43,SL,-0.9898,97.0208,1.0
2025-04-09 16:10:00+00:00,2025-04-09 17:20:00+00:00,long,77768.77,79316.21,TP,1.9305,98.9513,1.0
2025-04-09 20:55:00+00:00,2025-04-10 00:35:00+00:00,long,83212.32,82371.96,SL,-0.9993,97.952,1.0
2025-04-10 12:25:00+00:00,2025-04-10 13:35:00+00:00,long,82016.14,81187.86,SL,-0.9892,96.9628,1.0
2025-04-11 00:20:00+00:00,2025-04-11 01:55:00+00:00,short,79520.41,80323.64,SL,-0.9794,95.9833,1.0
2025-04-11 03:55:00+00:00,2025-04-11 10:15:00+00:00,long,80851.07,82459.85,TP,1.9099,97.8932,1.0
2025-04-11 16:30:00+00:00,2025-04-12 13:50:00+00:00,long,82665.19,84310.06,TP,1.9479,99.8411,1.0
2025-04-12 15:30:00+00:00,2025-04-13 08:00:00+00:00,long,85224.99,84364.3,SL,-1.0083,98.8328,1.0
2025-04-13 12:25:00+00:00,2025-04-14 02:30:00+00:00,short,84274.58,85125.84,SL,-0.9983,97.8345,1.0
2025-04-14 04:35:00+00:00,2025-04-14 15:45:00+00:00,long,84934.26,84076.51,SL,-0.988,96.8465,1.0
2025-04-14 23:50:00+00:00,2025-04-15 03:30:00+00:00,short,84486.66,85340.06,SL,-0.9782,95.8682,1.0
2025-04-15 04:55:00+00:00,2025-04-15 17:50:00+00:00,long,85499.01,84635.55,SL,-0.9682,94.9,1.0
2025-04-15 18:50:00+00:00,2025-04-16 15:25:00+00:00,short,84204.75,85055.3,SL,-0.9586,93.9415,1.0
2025-04-16 17:05:00+00:00,2025-04-16 17:45:00+00:00,long,85160.76,84300.72,SL,-0.9487,92.9927,1.0
2025-04-16 21:50:00+00:00,2025-04-21 00:30:00+00:00,long,84651.81,86336.22,TP,1.8504,94.8431,1.0
2025-04-21 05:00:00+00:00,2025-04-22 13:00:00+00:00,long,87398.63,89137.69,TP,1.8872,96.7303,1.0
2025-04-22 14:35:00+00:00,2025-04-22 21:45:00+00:00,long,90766.96,92573.04,TP,1.9247,98.655,1.0
2025-04-22 23:25:00+00:00,2025-04-23 01:55:00+00:00,long,93600.91,92655.63,SL,-0.9963,97.6587,1.0
2025-04-23 06:05:00+00:00,2025-04-23 14:15:00+00:00,long,93694.61,92748.39,SL,-0.9863,96.6725,1.0
2025-04-23 18:05:00+00:00,2025-04-23 19:25:00+00:00,long,94033.4,93083.76,SL,-0.9763,95.6962,1.0
2025-04-24 06:10:00+00:00,2025-04-24 16:10:00+00:00,short,92497.41,93431.73,SL,-0.9666,94.7295,1.0
2025-04-24 23:10:00+00:00,2025-04-25 14:45:00+00:00,long,93525.99,95386.97,TP,1.8849,96.6145,1.0
2025-04-25 16:40:00+00:00,2025-04-26 08:40:00+00:00,long,95373.51,94410.33,SL,-0.9757,95.6388,1.0
2025-04-26 11:10:00+00:00,2025-04-27 01:10:00+00:00,short,94156.54,95107.62,SL,-0.966,94.6727,1.0
2025-04-27 03:50:00+00:00,2025-04-28 10:35:00+00:00,short,94149.78,95100.79,SL,-0.9563,93.7164,1.0
2025-04-28 12:40:00+00:00,2025-04-28 13:45:00+00:00,long,95528.21,94563.47,SL,-0.9464,92.77,1.0
2025-04-29 01:05:00+00:00,2025-04-29 05:00:00+00:00,long,95249.43,94287.51,SL,-0.9369,91.8331,1.0
2025-04-29 11:10:00+00:00,2025-04-29 22:15:00+00:00,long,95209.52,94248.0,SL,-0.9274,90.9057,1.0
2025-04-29 23:05:00+00:00,2025-04-30 03:45:00+00:00,short,93874.07,94822.29,SL,-0.9182,89.9874,1.0
