strategy,entry_time,exit_time,direction,entry_price,exit_price,result,pnl_usd,capital
BB v1 (Original),2024-11-17 01:00:00+00:00,2024-11-17 08:00:00+00:00,short,90226.35,91022.78,SL,-1.184,117.2163
BB v1 (Original),2024-11-17 20:00:00+00:00,2024-11-18 01:00:00+00:00,short,89640.95,90840.91,SL,-1.1722,116.0441
BB v1 (Original),2024-11-18 06:00:00+00:00,2024-11-18 11:00:00+00:00,long,91680.24,90261.92,SL,-1.1604,114.8837
BB v1 (Original),2024-11-19 12:00:00+00:00,2024-11-19 13:00:00+00:00,long,92473.77,91301.68,SL,-1.1488,113.7349
BB v1 (Original),2024-11-19 18:00:00+00:00,2024-11-19 19:00:00+00:00,long,93813.06,93268.93,SL,-1.1373,112.5975
BB v1 (Original),2024-11-20 13:00:00+00:00,2024-11-20 18:00:00+00:00,long,94473.81,93707.05,SL,-1.126,111.4715
BB v1 (Original),2024-11-21 03:00:00+00:00,2024-11-21 04:00:00+00:00,long,95867.97,97537.25,TP,2.2294,113.701
BB v1 (Original),2024-11-22 14:00:00+00:00,2024-11-22 15:00:00+00:00,short,97309.89,98850.87,SL,-1.137,112.564
BB v1 (Original),2024-11-23 16:00:00+00:00,2024-11-24 02:00:00+00:00,short,97816.08,98508.22,SL,-1.1256,111.4383
BB v1 (Original),2024-11-24 11:00:00+00:00,2024-11-24 15:00:00+00:00,short,97374.97,96028.06,TP,2.2288,113.6671
BB v1 (Original),2024-11-24 17:00:00+00:00,2024-11-24 18:00:00+00:00,short,95898.31,96557.12,SL,-1.1367,112.5304
BB v1 (Original),2024-11-25 14:00:00+00:00,2024-11-25 19:00:00+00:00,short,95947.49,94745.85,TP,2.2506,114.781
BB v1 (Original),2024-11-25 21:00:00+00:00,2024-11-25 22:00:00+00:00,short,93734.88,94318.14,SL,-1.1478,113.6332
BB v1 (Original),2024-11-26 10:00:00+00:00,2024-11-26 14:00:00+00:00,short,92436.94,93397.77,SL,-1.1363,112.4969
BB v1 (Original),2024-11-27 14:00:00+00:00,2024-11-27 17:00:00+00:00,long,94927.3,96315.77,TP,2.2499,114.7468
BB v1 (Original),2024-11-29 02:00:00+00:00,2024-11-29 05:00:00+00:00,long,96761.92,96207.48,SL,-1.1475,113.5993
BB v1 (Original),2024-11-29 11:00:00+00:00,2024-11-29 15:00:00+00:00,long,97288.28,98326.85,TP,2.272,115.8713
BB v1 (Original),2024-12-01 02:00:00+00:00,2024-12-01 03:00:00+00:00,short,95813.48,96366.04,SL,-1.1587,114.7126
BB v1 (Original),2024-12-02 01:00:00+00:00,2024-12-02 03:00:00+00:00,long,98062.91,96634.7,SL,-1.1471,113.5655
BB v1 (Original),2024-12-02 07:00:00+00:00,2024-12-02 10:00:00+00:00,short,96063.98,94943.31,TP,2.2713,115.8368
BB v1 (Original),2024-12-03 13:00:00+00:00,2024-12-03 14:00:00+00:00,short,93722.09,95243.56,SL,-1.1584,114.6784
BB v1 (Original),2024-12-04 16:00:00+00:00,2024-12-04 17:00:00+00:00,short,94992.25,95529.89,SL,-1.1468,113.5317
BB v1 (Original),2024-12-04 19:00:00+00:00,2024-12-04 20:00:00+00:00,long,97306.42,98956.72,TP,2.2706,115.8023
BB v1 (Original),2024-12-04 23:00:00+00:00,2024-12-05 00:00:00+00:00,long,98928.64,98409.51,SL,-1.158,114.6443
BB v1 (Original),2024-12-05 02:00:00+00:00,2024-12-05 03:00:00+00:00,long,101363.57,103090.04,TP,2.2929,116.9372
BB v1 (Original),2024-12-05 22:00:00+00:00,2024-12-06 00:00:00+00:00,short,96600.44,97571.62,SL,-1.1694,115.7678
BB v1 (Original),2024-12-06 17:00:00+00:00,2024-12-06 23:00:00+00:00,long,100859.0,99899.79,SL,-1.1577,114.6101
BB v1 (Original),2024-12-08 08:00:00+00:00,2024-12-08 11:00:00+00:00,short,99118.73,99768.34,SL,-1.1461,113.464
BB v1 (Original),2024-12-08 23:00:00+00:00,2024-12-09 00:00:00+00:00,long,101237.06,99684.64,SL,-1.1346,112.3294
BB v1 (Original),2024-12-09 09:00:00+00:00,2024-12-09 13:00:00+00:00,short,98547.47,99047.05,SL,-1.1233,111.2061
BB v1 (Original),2024-12-09 19:00:00+00:00,2024-12-10 00:00:00+00:00,short,97000.07,97888.02,SL,-1.1121,110.094
BB v1 (Original),2024-12-10 15:00:00+00:00,2024-12-10 16:00:00+00:00,short,95689.05,96407.02,SL,-1.1009,108.9931
BB v1 (Original),2024-12-10 17:00:00+00:00,2024-12-10 19:00:00+00:00,short,94701.48,95926.38,SL,-1.0899,107.9031
BB v1 (Original),2024-12-11 14:00:00+00:00,2024-12-11 16:00:00+00:00,long,99579.87,100658.11,TP,2.1581,110.0612
BB v1 (Original),2024-12-12 19:00:00+00:00,2024-12-12 20:00:00+00:00,short,99453.18,100040.11,SL,-1.1006,108.9606
BB v1 (Original),2024-12-13 14:00:00+00:00,2024-12-13 15:00:00+00:00,long,100988.42,99829.97,SL,-1.0896,107.871
BB v1 (Original),2024-12-13 17:00:00+00:00,2024-12-14 13:00:00+00:00,long,101747.49,101144.19,SL,-1.0787,106.7923
BB v1 (Original),2024-12-14 20:00:00+00:00,2024-12-14 23:00:00+00:00,short,100705.84,101373.53,SL,-1.0679,105.7243
BB v1 (Original),2024-12-15 04:00:00+00:00,2024-12-15 06:00:00+00:00,long,102280.88,101759.65,SL,-1.0572,104.6671
BB v1 (Original),2024-12-15 23:00:00+00:00,2024-12-16 01:00:00+00:00,long,104318.02,105451.38,TP,2.0933,106.7604
BB v1 (Original),2024-12-16 15:00:00+00:00,2024-12-16 22:00:00+00:00,long,106309.84,105767.98,SL,-1.0676,105.6928
BB v1 (Original),2024-12-17 14:00:00+00:00,2024-12-17 15:00:00+00:00,long,108240.09,106493.29,SL,-1.0569,104.6359
BB v1 (Original),2024-12-18 01:00:00+00:00,2024-12-18 04:00:00+00:00,short,105167.97,103833.34,TP,2.0927,106.7286
BB v1 (Original),2024-12-18 19:00:00+00:00,2024-12-18 20:00:00+00:00,short,102911.77,100943.16,TP,2.1346,108.8632
BB v1 (Original),2024-12-19 17:00:00+00:00,2024-12-19 19:00:00+00:00,short,98771.2,97021.62,TP,2.1773,111.0405
BB v1 (Original),2024-12-20 11:00:00+00:00,2024-12-20 12:00:00+00:00,short,92832.45,93711.32,SL,-1.1104,109.9301
BB v1 (Original),2024-12-22 05:00:00+00:00,2024-12-22 09:00:00+00:00,short,96184.84,96907.09,SL,-1.0993,108.8308
BB v1 (Original),2024-12-22 14:00:00+00:00,2024-12-22 18:00:00+00:00,short,95392.3,95957.12,SL,-1.0883,107.7425
BB v1 (Original),2024-12-22 19:00:00+00:00,2024-12-22 20:00:00+00:00,short,94692.02,95409.58,SL,-1.0774,106.665
BB v1 (Original),2024-12-23 15:00:00+00:00,2024-12-23 16:00:00+00:00,short,93052.27,93785.26,SL,-1.0667,105.5984
BB v1 (Original),2024-12-23 18:00:00+00:00,2024-12-23 20:00:00+00:00,short,92694.59,93287.33,SL,-1.056,104.5424
BB v1 (Original),2024-12-24 13:00:00+00:00,2024-12-24 14:00:00+00:00,long,95868.84,97391.59,TP,2.0908,106.6332
BB v1 (Original),2024-12-25 19:00:00+00:00,2024-12-25 21:00:00+00:00,long,98944.25,98356.63,SL,-1.0663,105.5669
BB v1 (Original),2024-12-25 23:00:00+00:00,2024-12-26 02:00:00+00:00,long,99297.7,98645.12,SL,-1.0557,104.5112
BB v1 (Original),2024-12-26 07:00:00+00:00,2024-12-26 08:00:00+00:00,short,97768.9,95807.02,TP,2.0902,106.6015
BB v1 (Original),2024-12-27 07:00:00+00:00,2024-12-27 08:00:00+00:00,short,94899.27,95633.1,SL,-1.066,105.5354
BB v1 (Original),2024-12-27 15:00:00+00:00,2024-12-28 20:00:00+00:00,short,94421.14,94897.8,SL,-1.0554,104.4801
BB v1 (Original),2024-12-28 22:00:00+00:00,2024-12-29 01:00:00+00:00,long,95213.51,94701.89,SL,-1.0448,103.4353
BB v1 (Original),2024-12-29 14:00:00+00:00,2024-12-29 18:00:00+00:00,short,94491.09,93515.29,TP,2.0687,105.504
BB v1 (Original),2024-12-30 13:00:00+00:00,2024-12-30 17:00:00+00:00,short,92457.23,93578.2,SL,-1.055,104.449
BB v1 (Original),2024-12-31 13:00:00+00:00,2024-12-31 16:00:00+00:00,long,95458.95,94695.7,SL,-1.0445,103.4045
BB v1 (Original),2025-01-01 15:00:00+00:00,2025-01-02 04:00:00+00:00,long,94211.06,95519.77,TP,2.0681,105.4726
BB v1 (Original),2025-01-02 08:00:00+00:00,2025-01-02 16:00:00+00:00,long,96006.98,97162.82,TP,2.1095,107.582
BB v1 (Original),2025-01-03 08:00:00+00:00,2025-01-03 11:00:00+00:00,short,96057.69,96720.28,SL,-1.0758,106.5062
BB v1 (Original),2025-01-03 15:00:00+00:00,2025-01-03 19:00:00+00:00,long,97528.33,98535.62,TP,2.1301,108.6363
BB v1 (Original),2025-01-04 20:00:00+00:00,2025-01-05 01:00:00+00:00,long,98584.47,98077.84,SL,-1.0864,107.55
BB v1 (Original),2025-01-05 22:00:00+00:00,2025-01-06 14:00:00+00:00,long,98661.17,100921.55,TP,2.151,109.701
BB v1 (Original),2025-01-07 10:00:00+00:00,2025-01-07 14:00:00+00:00,short,101430.98,99929.65,TP,2.194,111.895
BB v1 (Original),2025-01-08 12:00:00+00:00,2025-01-08 13:00:00+00:00,short,94857.25,95385.06,SL,-1.1189,110.776
BB v1 (Original),2025-01-08 17:00:00+00:00,2025-01-08 21:00:00+00:00,short,93927.95,94468.34,SL,-1.1078,109.6683
BB v1 (Original),2025-01-09 07:00:00+00:00,2025-01-09 13:00:00+00:00,short,93219.72,92103.41,TP,2.1934,111.8616
BB v1 (Original),2025-01-11 21:00:00+00:00,2025-01-12 00:00:00+00:00,long,94906.08,94400.3,SL,-1.1186,110.743
BB v1 (Original),2025-01-12 09:00:00+00:00,2025-01-12 13:00:00+00:00,short,93860.25,94618.09,SL,-1.1074,109.6356
BB v1 (Original),2025-01-13 06:00:00+00:00,2025-01-13 10:00:00+00:00,short,93541.05,91626.85,TP,2.1927,111.8283
BB v1 (Original),2025-01-14 09:00:00+00:00,2025-01-14 10:00:00+00:00,long,97101.98,96602.59,SL,-1.1183,110.71
BB v1 (Original),2025-01-15 13:00:00+00:00,2025-01-15 23:00:00+00:00,long,98893.39,100507.03,TP,2.2142,112.9242
BB v1 (Original),2025-01-16 14:00:00+00:00,2025-01-16 15:00:00+00:00,short,97605.29,99146.98,SL,-1.1292,111.795
BB v1 (Original),2025-01-17 01:00:00+00:00,2025-01-17 02:00:00+00:00,long,101656.5,101033.92,SL,-1.1179,110.677
BB v1 (Original),2025-01-17 15:00:00+00:00,2025-01-17 16:00:00+00:00,long,103926.44,104966.4,TP,2.2135,112.8906
BB v1 (Original),2025-01-17 19:00:00+00:00,2025-01-17 20:00:00+00:00,long,105844.76,104661.84,SL,-1.1289,111.7617
BB v1 (Original),2025-01-19 19:00:00+00:00,2025-01-19 21:00:00+00:00,long,105955.2,103580.72,SL,-1.1176,110.644
BB v1 (Original),2025-01-21 16:00:00+00:00,2025-01-21 17:00:00+00:00,long,104911.26,106106.23,TP,2.2129,112.8569
BB v1 (Original),2025-01-22 13:00:00+00:00,2025-01-22 19:00:00+00:00,short,104068.54,104611.34,SL,-1.1286,111.7283
BB v1 (Original),2025-01-23 01:00:00+00:00,2025-01-23 09:00:00+00:00,short,102839.57,101663.45,TP,2.2346,113.9629
BB v1 (Original),2025-01-23 17:00:00+00:00,2025-01-23 19:00:00+00:00,long,105912.91,103811.0,SL,-1.1396,112.8233
BB v1 (Original),2025-01-26 22:00:00+00:00,2025-01-26 23:00:00+00:00,short,104312.36,102682.5,TP,2.2565,115.0798
BB v1 (Original),2025-01-27 04:00:00+00:00,2025-01-27 06:00:00+00:00,short,100370.75,98859.17,TP,2.3016,117.3813
BB v1 (Original),2025-01-28 20:00:00+00:00,2025-01-29 01:00:00+00:00,short,101185.91,101779.86,SL,-1.1738,116.2075
BB v1 (Original),2025-01-29 19:00:00+00:00,2025-01-30 03:00:00+00:00,long,103615.12,105099.74,TP,2.3241,118.5317
BB v1 (Original),2025-01-31 02:00:00+00:00,2025-01-31 15:00:00+00:00,short,104419.28,105502.82,SL,-1.1853,117.3464
BB v1 (Original),2025-01-31 18:00:00+00:00,2025-01-31 20:00:00+00:00,short,102670.09,101603.88,TP,2.3469,119.6933
BB v1 (Original),2025-02-01 20:00:00+00:00,2025-02-02 03:00:00+00:00,short,101377.69,99195.28,TP,2.3939,122.0872
BB v1 (Original),2025-02-02 12:00:00+00:00,2025-02-02 13:00:00+00:00,short,98228.62,98749.2,SL,-1.2209,120.8663
BB v1 (Original),2025-02-02 17:00:00+00:00,2025-02-02 19:00:00+00:00,short,97080.88,98197.55,SL,-1.2087,119.6576
BB v1 (Original),2025-02-03 01:00:00+00:00,2025-02-03 03:00:00+00:00,short,93261.23,94098.05,SL,-1.1966,118.4611
BB v1 (Original),2025-02-03 04:00:00+00:00,2025-02-03 05:00:00+00:00,short,92996.28,94274.98,SL,-1.1846,117.2764
BB v1 (Original),2025-02-03 15:00:00+00:00,2025-02-03 16:00:00+00:00,long,99271.71,98696.18,SL,-1.1728,116.1037
BB v1 (Original),2025-02-03 19:00:00+00:00,2025-02-03 20:00:00+00:00,long,102005.89,101230.27,SL,-1.161,114.9426
BB v1 (Original),2025-02-04 21:00:00+00:00,2025-02-04 22:00:00+00:00,short,96732.29,97602.99,SL,-1.1494,113.7932
BB v1 (Original),2025-02-05 18:00:00+00:00,2025-02-05 19:00:00+00:00,short,96674.14,97390.77,SL,-1.1379,112.6553
BB v1 (Original),2025-02-05 22:00:00+00:00,2025-02-06 01:00:00+00:00,short,96426.51,97187.73,SL,-1.1266,111.5287
BB v1 (Original),2025-02-07 13:00:00+00:00,2025-02-07 15:00:00+00:00,long,98851.05,98169.38,SL,-1.1153,110.4134
BB v1 (Original),2025-02-07 20:00:00+00:00,2025-02-07 23:00:00+00:00,short,95800.64,96533.26,SL,-1.1041,109.3093
BB v1 (Original),2025-02-09 01:00:00+00:00,2025-02-09 13:00:00+00:00,long,96982.41,95922.47,SL,-1.0931,108.2162
BB v1 (Original),2025-02-09 21:00:00+00:00,2025-02-09 22:00:00+00:00,short,95246.85,95875.61,SL,-1.0822,107.1341
BB v1 (Original),2025-02-10 08:00:00+00:00,2025-02-10 15:00:00+00:00,long,97727.54,97230.66,SL,-1.0713,106.0627
BB v1 (Original),2025-02-11 05:00:00+00:00,2025-02-11 12:00:00+00:00,long,98457.29,97827.5,SL,-1.0606,105.0021
BB v1 (Original),2025-02-11 13:00:00+00:00,2025-02-11 18:00:00+00:00,short,96896.23,95507.02,TP,2.1,107.1021
BB v1 (Original),2025-02-12 16:00:00+00:00,2025-02-13 01:00:00+00:00,long,96952.41,98020.32,TP,2.142,109.2442
BB v1 (Original),2025-02-14 03:00:00+00:00,2025-02-14 12:00:00+00:00,long,97135.3,96649.34,SL,-1.0924,108.1517
BB v1 (Original),2025-02-14 16:00:00+00:00,2025-02-14 17:00:00+00:00,long,97517.94,98700.95,TP,2.163,110.3148
BB v1 (Original),2025-02-16 07:00:00+00:00,2025-02-16 23:00:00+00:00,short,97243.62,96179.01,TP,2.2063,112.5211
BB v1 (Original),2025-02-17 02:00:00+00:00,2025-02-17 14:00:00+00:00,short,96187.44,96767.38,SL,-1.1252,111.3958
BB v1 (Original),2025-02-17 15:00:00+00:00,2025-02-17 21:00:00+00:00,short,95600.35,96386.98,SL,-1.114,110.2819
BB v1 (Original),2025-02-18 16:00:00+00:00,2025-02-18 22:00:00+00:00,short,94643.4,95234.38,SL,-1.1028,109.1791
BB v1 (Original),2025-02-20 02:00:00+00:00,2025-02-20 18:00:00+00:00,long,97201.87,98337.13,TP,2.1836,111.3626
BB v1 (Original),2025-02-21 12:00:00+00:00,2025-02-21 15:00:00+00:00,long,98944.73,98071.1,SL,-1.1136,110.249
BB v1 (Original),2025-02-21 17:00:00+00:00,2025-02-21 19:00:00+00:00,short,97009.53,95375.41,TP,2.205,112.454
BB v1 (Original),2025-02-23 05:00:00+00:00,2025-02-24 14:00:00+00:00,short,96239.49,94637.49,TP,2.2491,114.7031
BB v1 (Original),2025-02-24 22:00:00+00:00,2025-02-24 23:00:00+00:00,short,92523.18,91425.15,TP,2.2941,116.9971
BB v1 (Original),2025-02-25 07:00:00+00:00,2025-02-25 09:00:00+00:00,short,89398.48,88284.18,TP,2.3399,119.3371
BB v1 (Original),2025-02-26 13:00:00+00:00,2025-02-26 17:00:00+00:00,short,87053.23,85626.46,TP,2.3867,121.7238
BB v1 (Original),2025-02-28 01:00:00+00:00,2025-02-28 02:00:00+00:00,short,82081.19,80687.6,TP,2.4345,124.1583
BB v1 (Original),2025-03-02 14:00:00+00:00,2025-03-02 15:00:00+00:00,short,85058.88,87533.59,SL,-1.2416,122.9167
BB v1 (Original),2025-03-03 14:00:00+00:00,2025-03-03 16:00:00+00:00,short,89657.68,90150.11,SL,-1.2292,121.6876
BB v1 (Original),2025-03-03 18:00:00+00:00,2025-03-03 19:00:00+00:00,short,87175.28,85657.05,TP,2.4338,124.1213
BB v1 (Original),2025-03-04 18:00:00+00:00,2025-03-04 19:00:00+00:00,long,86832.34,88205.21,TP,2.4824,126.6037
BB v1 (Original),2025-03-05 12:00:00+00:00,2025-03-05 13:00:00+00:00,long,90336.71,89484.78,SL,-1.266,125.3377
BB v1 (Original),2025-03-06 04:00:00+00:00,2025-03-06 07:00:00+00:00,long,92298.12,91348.2,SL,-1.2534,124.0843
BB v1 (Original),2025-03-06 17:00:00+00:00,2025-03-06 20:00:00+00:00,short,88692.0,89151.09,SL,-1.2408,122.8435
BB v1 (Original),2025-03-07 00:00:00+00:00,2025-03-07 01:00:00+00:00,short,85555.57,88077.88,SL,-1.2284,121.615
BB v1 (Original),2025-03-09 09:00:00+00:00,2025-03-09 12:00:00+00:00,short,85505.16,84537.21,TP,2.4323,124.0473
BB v1 (Original),2025-03-09 22:00:00+00:00,2025-03-10 00:00:00+00:00,short,80552.41,81258.7,SL,-1.2405,122.8069
BB v1 (Original),2025-03-10 14:00:00+00:00,2025-03-10 15:00:00+00:00,short,79592.96,80071.05,SL,-1.2281,121.5788
BB v1 (Original),2025-03-10 16:00:00+00:00,2025-03-10 18:00:00+00:00,short,79143.33,77535.16,TP,2.4316,124.0104
BB v1 (Original),2025-03-11 09:00:00+00:00,2025-03-11 13:00:00+00:00,long,81494.08,81030.82,SL,-1.2401,122.7703
BB v1 (Original),2025-03-11 18:00:00+00:00,2025-03-12 00:00:00+00:00,long,83191.73,82737.02,SL,-1.2277,121.5426
BB v1 (Original),2025-03-12 12:00:00+00:00,2025-03-12 13:00:00+00:00,long,83981.49,82637.35,SL,-1.2154,120.3271
BB v1 (Original),2025-03-13 13:00:00+00:00,2025-03-13 16:00:00+00:00,short,81725.84,80760.91,TP,2.4065,122.7337
BB v1 (Original),2025-03-14 15:00:00+00:00,2025-03-14 20:00:00+00:00,long,84746.73,84184.98,SL,-1.2273,121.5063
BB v1 (Original),2025-03-16 09:00:00+00:00,2025-03-16 11:00:00+00:00,short,83906.24,82430.28,TP,2.4301,123.9365
BB v1 (Original),2025-03-17 17:00:00+00:00,2025-03-18 00:00:00+00:00,long,84228.18,83786.7,SL,-1.2394,122.6971
BB v1 (Original),2025-03-18 13:00:00+00:00,2025-03-18 14:00:00+00:00,short,81241.86,81799.0,SL,-1.227,121.4701
BB v1 (Original),2025-03-19 15:00:00+00:00,2025-03-19 17:00:00+00:00,long,84726.92,84153.84,SL,-1.2147,120.2554
BB v1 (Original),2025-03-19 18:00:00+00:00,2025-03-19 19:00:00+00:00,long,85773.84,85317.53,SL,-1.2026,119.0529
BB v1 (Original),2025-03-19 22:00:00+00:00,2025-03-20 04:00:00+00:00,long,86191.58,85656.37,SL,-1.1905,117.8624
BB v1 (Original),2025-03-20 15:00:00+00:00,2025-03-20 16:00:00+00:00,short,84720.15,83713.73,TP,2.3572,120.2196
BB v1 (Original),2025-03-21 12:00:00+00:00,2025-03-21 13:00:00+00:00,short,83387.72,83999.95,SL,-1.2022,119.0174
BB v1 (Original),2025-03-22 23:00:00+00:00,2025-03-23 02:00:00+00:00,short,83811.0,84237.62,SL,-1.1902,117.8272
BB v1 (Original),2025-03-23 11:00:00+00:00,2025-03-23 23:00:00+00:00,long,84657.63,85944.62,TP,2.3565,120.1838
BB v1 (Original),2025-03-24 03:00:00+00:00,2025-03-24 08:00:00+00:00,long,86461.73,87451.52,TP,2.4037,122.5875
BB v1 (Original),2025-03-25 03:00:00+00:00,2025-03-25 09:00:00+00:00,short,86508.72,87244.7,SL,-1.2259,121.3616
BB v1 (Original),2025-03-26 13:00:00+00:00,2025-03-27 01:00:00+00:00,short,86875.43,87386.78,SL,-1.2136,120.148
BB v1 (Original),2025-03-28 04:00:00+00:00,2025-03-28 07:00:00+00:00,short,86183.07,85196.1,TP,2.403,122.5509
BB v1 (Original),2025-03-29 10:00:00+00:00,2025-03-30 02:00:00+00:00,short,82790.01,83287.25,SL,-1.2255,121.3254
BB v1 (Original),2025-03-30 16:00:00+00:00,2025-03-30 18:00:00+00:00,short,82263.73,82689.59,SL,-1.2133,120.1122
BB v1 (Original),2025-03-31 00:00:00+00:00,2025-03-31 05:00:00+00:00,short,81624.62,82115.76,SL,-1.2011,118.911
BB v1 (Original),2025-03-31 14:00:00+00:00,2025-03-31 17:00:00+00:00,long,83497.83,82687.05,SL,-1.1891,117.7219
BB v1 (Original),2025-04-01 08:00:00+00:00,2025-04-01 12:00:00+00:00,long,84112.79,83652.77,SL,-1.1772,116.5447
BB v1 (Original),2025-04-01 15:00:00+00:00,2025-04-01 19:00:00+00:00,long,85272.9,84829.52,SL,-1.1654,115.3793
BB v1 (Original),2025-04-02 14:00:00+00:00,2025-04-02 15:00:00+00:00,long,85882.12,86824.47,TP,2.3076,117.6868
BB v1 (Original),2025-04-02 22:00:00+00:00,2025-04-03 01:00:00+00:00,short,82825.47,83801.37,SL,-1.1769,116.51
BB v1 (Original),2025-04-04 07:00:00+00:00,2025-04-04 10:00:00+00:00,long,83951.19,82521.54,SL,-1.1651,115.3449
BB v1 (Original),2025-04-05 13:00:00+00:00,2025-04-05 22:00:00+00:00,short,82702.97,83135.7,SL,-1.1534,114.1914
BB v1 (Original),2025-04-06 13:00:00+00:00,2025-04-06 17:00:00+00:00,short,82264.37,80709.66,TP,2.2838,116.4753
BB v1 (Original),2025-04-06 22:00:00+00:00,2025-04-07 01:00:00+00:00,short,77911.9,79068.2,SL,-1.1648,115.3105
BB v1 (Original),2025-04-07 06:00:00+00:00,2025-04-07 08:00:00+00:00,short,74830.3,76201.4,SL,-1.1531,114.1574
BB v1 (Original),2025-04-08 16:00:00+00:00,2025-04-08 23:00:00+00:00,short,77427.8,76273.56,TP,2.2831,116.4405
BB v1 (Original),2025-04-09 17:00:00+00:00,2025-04-09 20:00:00+00:00,long,82134.93,83112.91,TP,2.3288,118.7694
BB v1 (Original),2025-04-10 13:00:00+00:00,2025-04-10 15:00:00+00:00,short,80862.58,78640.95,TP,2.3754,121.1447
BB v1 (Original),2025-04-11 09:00:00+00:00,2025-04-11 17:00:00+00:00,long,82296.14,83846.59,TP,2.4229,123.5676
BB v1 (Original),2025-04-12 13:00:00+00:00,2025-04-12 20:00:00+00:00,long,84445.95,85564.95,TP,2.4714,126.039
BB v1 (Original),2025-04-13 13:00:00+00:00,2025-04-13 14:00:00+00:00,short,83510.0,84047.2,SL,-1.2604,124.7786
BB v1 (Original),2025-04-15 18:00:00+00:00,2025-04-16 00:00:00+00:00,short,84194.03,83152.83,TP,2.4956,127.2742
BB v1 (Original),2025-04-16 14:00:00+00:00,2025-04-16 17:00:00+00:00,long,84550.8,83360.21,SL,-1.2727,126.0014
BB v1 (Original),2025-04-17 16:00:00+00:00,2025-04-18 15:00:00+00:00,long,84929.88,84359.82,SL,-1.26,124.7414
BB v1 (Original),2025-04-19 02:00:00+00:00,2025-04-20 10:00:00+00:00,long,84750.42,84165.12,SL,-1.2474,123.494
BB v1 (Original),2025-04-21 00:00:00+00:00,2025-04-21 05:00:00+00:00,long,86634.29,87541.49,TP,2.4699,125.9639
BB v1 (Original),2025-04-22 01:00:00+00:00,2025-04-22 13:00:00+00:00,long,88420.23,90104.27,TP,2.5193,128.4832
BB v1 (Original),2025-04-22 17:00:00+00:00,2025-04-22 21:00:00+00:00,long,91491.87,92927.24,TP,2.5697,131.0528
BB v1 (Original),2025-04-24 03:00:00+00:00,2025-04-24 15:00:00+00:00,short,92711.7,93279.38,SL,-1.3105,129.7423
BB v1 (Original),2025-04-25 11:00:00+00:00,2025-04-26 13:00:00+00:00,long,94618.3,94073.58,SL,-1.2974,128.4449
BB v1 (Original),2025-04-27 00:00:00+00:00,2025-04-27 01:00:00+00:00,long,94932.5,94179.91,SL,-1.2844,127.1604
BB v1 (Original),2025-04-28 00:00:00+00:00,2025-04-28 04:00:00+00:00,short,93453.45,94037.54,SL,-1.2716,125.8888
BB v1 (Original),2025-04-29 22:00:00+00:00,2025-04-30 03:00:00+00:00,short,94217.54,95023.67,SL,-1.2589,124.6299
BB v1 (Original),2025-04-30 13:00:00+00:00,2025-04-30 14:00:00+00:00,short,93088.82,93829.09,SL,-1.2463,123.3836
BB v1 (Original),2025-05-01 09:00:00+00:00,2025-05-01 14:00:00+00:00,long,95627.06,96862.96,TP,2.4677,125.8513
BB v1 (Original),2025-05-02 14:00:00+00:00,2025-05-02 18:00:00+00:00,long,97788.73,97212.94,SL,-1.2585,124.5928
BB v1 (Original),2025-05-03 23:00:00+00:00,2025-05-04 23:00:00+00:00,short,95877.19,94319.56,TP,2.4919,127.0846
BB v1 (Original),2025-05-05 01:00:00+00:00,2025-05-05 04:00:00+00:00,short,93939.5,94422.72,SL,-1.2708,125.8138
BB v1 (Original),2025-05-06 11:00:00+00:00,2025-05-06 15:00:00+00:00,short,93799.73,94558.67,SL,-1.2581,124.5557
BB v1 (Original),2025-05-06 18:00:00+00:00,2025-05-06 22:00:00+00:00,long,95049.27,96279.99,TP,2.4911,127.0468
BB v1 (Original),2025-05-08 00:00:00+00:00,2025-05-08 02:00:00+00:00,long,97621.19,98683.12,TP,2.5409,129.5877
BB v1 (Original),2025-05-08 16:00:00+00:00,2025-05-08 20:00:00+00:00,long,101323.05,102553.38,TP,2.5918,132.1795
BB v1 (Original),2025-05-10 06:00:00+00:00,2025-05-12 14:00:00+00:00,long,103691.87,102823.66,SL,-1.3218,130.8577
BB v1 (Original),2025-05-12 18:00:00+00:00,2025-05-12 20:00:00+00:00,short,101717.5,102715.29,SL,-1.3086,129.5491
BB v1 (Original),2025-05-13 09:00:00+00:00,2025-05-13 19:00:00+00:00,long,103485.58,104718.34,TP,2.591,132.1401
BB v1 (Original),2025-05-15 01:00:00+00:00,2025-05-15 07:00:00+00:00,short,103062.69,101819.85,TP,2.6428,134.7829
BB v1 (Original),2025-05-17 01:00:00+00:00,2025-05-17 03:00:00+00:00,short,102819.81,103541.19,SL,-1.3478,133.4351
BB v1 (Original),2025-05-18 05:00:00+00:00,2025-05-18 13:00:00+00:00,long,103651.66,104713.1,TP,2.6687,136.1038
BB v1 (Original),2025-05-18 23:00:00+00:00,2025-05-19 00:00:00+00:00,long,106430.53,105256.93,SL,-1.361,134.7427
BB v1 (Original),2025-05-19 06:00:00+00:00,2025-05-19 07:00:00+00:00,short,102267.3,103232.52,SL,-1.3474,133.3953
BB v1 (Original),2025-05-20 19:00:00+00:00,2025-05-21 08:00:00+00:00,long,107051.09,106423.52,SL,-1.334,132.0613
BB v1 (Original),2025-05-21 14:00:00+00:00,2025-05-21 17:00:00+00:00,long,108884.99,106395.48,SL,-1.3206,130.7407
